Station name,Station_lon,Station_lat,population_density[people/km2],household_density[household/km2],income[Manyen],housing_price[Manyen],rent_fee[Manyen],consumption[Manyen],trips[times/km2],company_density[amount/km2],minor_pro,major_pro,sector_count,service_pro,Shopping,Entertainment,Restaurant,Retail,commercial_area[km2],transfer,passenger_load,intersection,bus_stop,parking,Education,Public,park_area[km2]
つきのわ,139.345543,36.043515,1861.4036975302952,758.9951359352825,524.0,2132.0,11.4,165.0,1747.0105332608075,37.28503338059279,0.5982404692082112,0.0615835777126099,15.0,0.2873900293255132,0.0,0.0,0.0,1.0,0.8466698440060516,0,5352.0,1248.0,3.0,0.0,1.0,0.0,0.090989973436607
つきみ野,139.458653,35.510539,5975.5951887990805,2488.043940777794,534.0,3342.0,15.0,173.0,135848.62907677834,338.0784463026,0.3812996001542551,0.0917742393797316,15.0,0.221264892731738,3.0,2.0,30.0,17.0,2.0496569075585502,0,10537.0,1492.0,36.0,0.0,7.0,3.0,0.129188957057328
つくし野,139.485072,35.527576,7023.040469362524,2977.6609214298323,582.0,4458.0,15.8,180.0,55782.37899212482,121.17578854152045,0.5608765552914861,0.0861177128477561,14.0,0.2076261708374108,1.0,9.0,12.0,4.0,2.749081775616507,0,11544.0,1478.0,11.0,2.0,4.0,3.0,0.2509093357100336
つつじヶ丘,139.575099,35.657945,14161.439737444827,7389.463575232329,560.0,5762.0,18.9,196.0,26593.914718434127,369.3119121714,0.5892156862745098,0.0558823529411764,15.0,0.3151960784313725,5.0,1.0,52.0,11.0,3.974076367420544,0,45169.0,1828.0,21.0,2.0,9.0,5.0,0.0338117327668
とうきょうスカイツリー,139.809326,35.710458,20438.32225424581,11290.03173785871,565.0,6030.0,22.3,189.0,44797.34044408608,1506.3589560114,0.6200345423143351,0.0424102859336019,16.0,0.2479370562272116,7.0,15.0,80.0,34.0,3.725232937203325,0,0.0,2072.0,79.0,2.0,2.0,4.0,0.1720500948327752
ときわ台,139.689027,35.758814,22087.577173137168,11916.320078554008,509.0,5359.0,18.9,168.0,27634.07248609009,769.5223767803,0.6368159203980099,0.0432050274941084,16.0,0.2573972244042943,5.0,1.0,22.0,24.0,3.969036643143153,1,50099.0,2340.0,16.0,3.0,8.0,3.0,0.0320620375913339
はるひ野,139.464501,35.618849,7438.441163400781,2631.319932588576,575.0,3987.0,16.4,170.0,43091.553851555975,79.12354006509683,0.3899566331559234,0.1636769827189696,13.5,0.2688744332741966,2.0,1.0,3.0,4.0,2.1099102370762526,0,10048.0,976.0,19.0,1.0,0.0,0.0,0.4097975817817034
ひばりヶ丘,139.545815,35.751395,17801.574490239873,9837.903388454337,541.0,4126.0,15.6,163.0,176600.9901046129,398.2099185343,0.6449626989513441,0.0403145290530938,15.5,0.3506400174482479,5.0,0.0,27.0,20.0,3.7007264248621743,0,74392.0,2062.0,22.0,0.0,3.0,0.0,0.0668926184838401
ひろせ野鳥の森,139.352093,36.146204,1050.9453071595426,414.5275995524085,506.0,2317.0,10.0,177.0,1437.537351089941,53.30167420498233,0.5773195876288659,0.06480117820324,16.0,0.2665684830633284,0.0,0.0,0.0,0.0,0.8323319516284927,0,1163.0,554.0,0.0,0.0,1.0,0.0,0.2010462602702918
ふじみ野,139.523224,35.860591,13269.896789618637,5879.862193688495,518.0,3572.0,13.8,197.0,14643.915853232988,362.5968045036,0.4956590370955012,0.0947119179163378,15.0,0.2573007103393844,6.0,0.0,31.0,13.0,1.9800265220922133,0,66843.0,2080.0,24.0,0.0,8.0,1.0,0.0531696015065619
みずほ台,139.550758,35.838201,6208.654115612595,2903.40070922059,525.0,3004.0,13.9,201.0,4202.864170207974,242.1896136156,0.6063303659742829,0.0623145400593471,16.0,0.2418397626112759,2.0,0.0,10.0,9.0,1.7833581802445566,0,41146.0,2312.0,3.0,1.0,3.0,1.0,0.0608473492022166
みつわ台,140.134891,35.638724,5772.743041407636,2488.068508112511,497.0,2350.0,11.8,205.0,2467.098991330124,137.362115552,0.5042881646655232,0.072041166380789,15.0,0.2795883361921097,2.0,0.0,8.0,4.0,1.6115407195062992,0,3503.0,1116.0,3.0,0.0,4.0,0.0,0.2411744082154933
みどり台,140.097503,35.625063,10616.307366287949,5708.839134274409,537.0,3289.0,15.0,205.0,20609.82147668461,191.2462504828,0.5895734597156398,0.0521327014218009,15.0,0.3317535545023696,2.0,0.0,37.0,7.0,1.987786514724024,0,7837.0,1220.0,13.0,2.0,8.0,1.0,0.0701507879045069
みなとみらい,139.63226,35.457928,775.2823696176944,411.09748951954447,561.0,9074.0,23.2,206.0,7129.472884329118,13.429645122606797,0.3258511036288814,0.1907968574635241,16.0,0.2895622895622896,11.0,41.0,131.0,35.0,1.677729445805879,0,90677.0,1414.0,51.0,9.0,3.0,7.0,0.1539760270048957
みのり台,139.929454,35.789217,9524.811306146235,4473.214978755304,527.0,2835.0,14.3,201.0,16632.025743379254,880.2712207189,0.5524278676988037,0.0745953553835327,16.0,0.2833685198217218,4.0,2.0,120.0,21.0,1.9547739083006557,0,8810.0,1494.0,11.0,6.0,2.0,3.0,0.0936478671055427
めじろ台,139.308439,35.643623,8207.094406111024,3820.7973052450407,502.0,2501.0,13.7,143.0,12662.902576745306,510.68346506730006,0.5263498221791141,0.07274490785645,15.0,0.2638215324927255,1.0,0.0,14.0,9.0,1.9873387672132077,0,16780.0,1772.0,14.0,8.0,4.0,0.0,0.090741732828235
ゆめが丘,139.48218,35.405447,5413.62373989036,2199.766898569092,574.0,3796.0,13.5,201.0,10233.645034761552,656.2226818563,0.5481695568400771,0.0732177263969171,16.0,0.2145953757225433,0.0,0.0,0.0,1.0,0.5044803166029886,0,2207.0,994.0,16.0,0.0,1.0,0.0,0.1439552823022962
スポーツセンター,140.116142,35.643147,7123.399576390177,3361.8112610860308,528.0,2437.0,12.4,205.0,4971.690511438011,294.0960445712,0.4904458598726114,0.0822717622080679,15.0,0.2807855626326964,0.0,0.0,6.0,2.0,1.6272462876979357,0,4736.0,922.0,7.0,0.0,4.0,0.0,0.3849477212726936
センター北,139.5784615,35.553512999999995,9733.129196447013,3844.0498589208096,709.0,5706.0,17.8,207.0,8844.216321292564,558.6298908860999,0.4069557362240289,0.079494128274616,16.0,0.2700993676603432,8.0,4.0,56.0,18.0,1.727605845539418,1,60889.0,1060.0,27.5,1.5,2.0,2.0,0.2731732019473779
センター南,139.5745435,35.5455525,9874.214174515437,3935.156067253958,724.0,5030.0,19.3,206.0,17553.045962522072,575.7547158631,0.416161867774771,0.0788476998154417,16.0,0.2644228347787858,7.0,4.0,45.5,16.0,1.8049259564868243,1,58579.0,1139.0,35.0,1.0,7.0,1.0,0.3190705799163374
テレコムセンター,139.779348,35.617555,37.410727826876766,31.01804028004584,598.0,9565.0,29.5,514.0,3843.0406509522686,4.081190860395482,0.4405719392314566,0.115728328865058,16.0,0.4088471849865951,0.0,11.0,7.0,7.0,2.807216311320778,0,12140.0,542.0,25.0,2.0,0.0,0.0,0.2462340160324677
ユーカリが丘,140.1566885,35.722079,5301.372436303286,2249.9837691950734,548.0,1950.0,12.8,190.0,3244.275418940392,165.2491399801,0.5780118499012509,0.042791310072416,16.0,0.3423304805793285,1.0,0.0,5.0,2.5,1.5842665219733956,1,23106.0,1295.0,8.0,2.0,2.0,0.0,0.114673482175906
一ノ割,139.766245,35.964128,8284.953287955688,3556.5638753974044,496.0,2610.0,11.4,170.0,9269.789848524886,251.5368769202,0.6368298368298368,0.0396270396270396,15.0,0.3086247086247086,2.0,1.0,12.0,7.0,1.8010495624682517,0,18063.0,1504.0,3.0,0.0,3.0,2.0,0.026068260838384
一之江,139.882952,35.68592,894.5172764654595,502.5377957671121,534.0,4347.0,17.3,178.0,651540.2522120608,293.7063883983,0.4570811506295377,0.0966547192353643,11.0,0.2227736421284808,3.0,0.0,30.0,17.0,3.522982798245012,0,44708.0,2484.0,36.0,0.0,5.0,2.0,0.0366028930463512
一本松,139.370005,35.940162,2006.3901098180468,791.9150191302864,513.0,1904.0,9.5,177.0,3137.324861064411,49.15780403618911,0.6063157894736843,0.0589473684210526,15.0,0.2252631578947368,2.0,0.0,12.0,9.0,0.9921743674625436,1,5085.0,1186.0,13.0,1.0,1.0,3.0,0.1041173796233693
一橋学園,139.480059,35.722172,11211.1751391714,5496.160244512768,546.0,3809.0,15.9,170.0,22623.56305037233,325.8705879146,0.6122576610381488,0.0600375234521576,16.0,0.3101938711694809,3.0,1.0,3.0,6.0,3.970839435208047,0,21189.0,1702.0,13.0,2.0,6.0,1.0,0.0124767037618031
七光台,139.852948,35.97091,3120.863265891593,1259.4736515521276,482.0,2449.0,11.1,161.0,2808.023457596489,60.4376344878257,0.5582089552238806,0.0955223880597015,15.0,0.2582089552238806,0.0,0.0,0.0,0.0,0.7642987722263752,0,7128.0,1094.0,3.0,0.0,4.0,0.0,0.2727572695306953
七里,139.665954,35.936455,8204.196870501755,3488.171753292037,521.0,2937.0,12.7,226.0,6018.421918023042,154.2679327176,0.639751552795031,0.0496894409937888,15.0,0.3178053830227743,3.0,0.0,11.0,12.0,1.8671752836348416,0,20392.0,2194.0,21.0,0.0,2.0,2.0,0.0153057086018638
七里ヶ浜,139.51008,35.306303,4714.187013183531,1960.113012295389,651.0,4742.0,19.3,224.0,19954.816350502027,129.3378943485,0.6746411483253588,0.0669856459330143,15.0,0.3492822966507177,0.0,4.0,3.0,0.0,1.1770632333782425,0,7295.0,544.0,13.0,0.0,0.0,0.0,0.5673705725402858
万願寺,139.419987,35.671169,6610.999056627008,2991.076935845193,550.0,3642.0,15.2,165.0,12565.123007283397,152.9458734681,0.5564409030544488,0.0916334661354581,16.0,0.2164674634794156,0.0,1.0,5.0,5.0,1.486076887074131,0,8108.0,1106.0,3.0,4.0,2.0,5.0,0.0882691144354514
三ツ境,139.502652,35.467753,8990.288688770645,4147.308088482424,541.0,3084.0,14.1,206.0,16775.036279321488,499.074997387,0.5453141091658085,0.0602471678681771,16.0,0.3027806385169928,3.0,1.0,19.0,16.0,1.9214095508821083,0,57806.0,2244.0,38.0,12.0,6.0,1.0,0.0947199054175671
三ツ沢上町,139.605396,35.476429,11461.102759403791,5815.31413295515,555.0,4508.0,18.1,206.0,21940.181428309334,244.9960862747,0.5494912118408881,0.062904717853839,15.0,0.2294172062904718,1.0,8.0,3.0,5.0,1.878996887131047,0,16736.0,1700.0,41.0,0.0,3.0,1.0,0.3638366167736334
三ツ沢下町,139.61481,35.476492,15200.50706636108,8272.418412846522,561.0,4998.0,18.9,206.0,27372.22298820316,547.9783311879,0.5481049562682215,0.075315840621963,15.0,0.227405247813411,1.0,4.0,4.0,7.0,1.9914142554351235,0,12592.0,2060.0,39.0,1.0,12.0,0.0,0.0672997710471764
三ノ輪,139.791504,35.729603,25088.995778962428,13780.097258043435,545.0,5867.0,21.8,181.0,31622.6800872238,1210.1015470998,0.6524937208467887,0.0439540724793685,17.0,0.2495514890563329,11.0,6.0,117.0,41.0,3.970909462998848,0,43601.0,2926.0,55.0,4.0,11.0,4.0,0.0172329336547879
三ノ輪橋,139.791422,35.732266,22194.44473740528,11910.740326271509,542.0,5868.0,21.5,178.0,33344.8389919148,1030.6067530891,0.6359649122807017,0.0510156971375807,17.0,0.2645429362880886,9.0,9.0,122.0,40.0,3.96944546571588,0,3266.0,2740.0,69.0,5.0,11.0,4.0,0.0245220084989263
三咲,140.028532,35.749221,7441.881553562392,3002.2083328322647,551.0,2573.0,12.5,203.0,6145.031927994191,199.4707226449,0.6380813953488372,0.0595930232558139,15.0,0.2616279069767442,3.0,0.0,10.0,7.0,0.8154208366145828,0,13992.0,1310.0,16.0,1.0,1.0,3.0,0.0238353800516251
三峰口,138.978671,35.959936,26.13789964731628,11.307409731894206,461.0,2317.0,10.7,145.0,70.15962536911212,9.428433634012675,0.7651245551601423,0.0320284697508896,14.0,0.295373665480427,0.0,1.0,0.0,0.0,0.0,0,360.0,192.0,3.0,1.0,1.0,0.0,1.3052226442304182
三崎口,139.632938,35.177764,1157.694287739752,423.82467333572765,492.0,1864.0,12.6,141.0,1478.3638218041583,23.760453427663855,0.5691056910569106,0.048780487804878,14.0,0.3983739837398374,0.0,0.0,4.0,1.0,0.7652515058581821,0,16683.0,704.0,10.0,0.0,0.0,0.0,0.3233043218144761
三河島,139.777126,35.733349,26165.51731185163,14558.449111667234,555.0,6840.0,22.7,189.0,51210.59456511958,1484.1637075585,0.6000794281175537,0.0510325655281969,15.0,0.2291501191421763,19.0,4.0,117.0,41.0,3.970380428358805,0,23016.0,3170.0,50.0,22.0,16.0,6.0,0.0369809335649719
三浦海岸,139.653128,35.188097,2484.6662877614763,1088.6147212808962,466.0,3135.0,13.4,146.0,1646.4759806250393,101.1163871545,0.5723404255319149,0.0425531914893617,15.0,0.3978723404255319,1.0,0.0,15.0,4.0,0.8565081661999444,0,10981.0,842.0,11.0,2.0,3.0,1.0,0.0901989723300751
三田,139.7489555,35.647937,15316.89605857956,8834.519213096308,733.0,9856.0,29.1,576.0,160873.82145747286,1676.8873552749,0.3705987976532695,0.1690486112189972,17.0,0.2738312232620697,6.5,19.0,342.5,75.5,3.794966641288757,3,272791.0,1693.0,65.5,8.0,15.0,3.0,0.1001505941418767
三越前,139.77337899999998,35.686012500000004,8063.5495060466,5029.5016154018285,714.0,8520.0,25.5,334.0,283713.5915179911,5991.027056607351,0.4012703483070577,0.1303196200332275,17.0,0.2490267612155243,8.5,52.0,330.0,97.0,3.9767816459298833,1,133564.0,2876.0,109.5,22.0,3.5,3.0,0.0216403180692163
三軒茶屋,139.67025,35.64368,24580.938364840884,14633.458658210056,649.0,8350.0,26.0,278.0,22433.765947934902,938.277084843,0.5873497086233224,0.0643254836900791,16.0,0.309174506813418,9.5,16.0,130.0,64.5,3.974672517332167,1,179069.0,2464.0,32.5,2.0,19.5,4.0,0.0290475088971053
三郷,139.88633,35.844888,7363.189470909519,2815.814437287658,541.0,2647.0,13.0,199.0,24156.502425499584,212.12726386051787,0.568285556889055,0.0480895980482814,14.5,0.2513477088948787,1.0,0.0,16.0,10.0,1.033953984468739,2,43210.0,990.0,30.0,4.0,1.0,0.0,0.4056803472764261
三郷中央,139.878376,35.824494,3326.8665283085606,1379.768209466821,518.0,3569.0,14.6,189.0,3632.249166688227,265.5772721441,0.5951209073400385,0.0460089878022683,16.0,0.3145730793922534,2.0,0.0,7.0,5.0,1.6523178942204315,0,30500.0,1766.0,59.0,1.0,2.0,1.0,0.0518271717440793
三門,140.391591,35.282385,402.8510790494848,170.77982889017716,432.0,1594.0,10.3,128.0,231.6768394690301,31.79563705239657,0.6216216216216216,0.0405405405405405,13.0,0.2567567567567567,1.0,0.0,1.0,0.0,0.0069239281201375,0,0.0,692.0,1.0,0.0,0.0,0.0,0.2244033565995709
三鷹,139.560325,35.702697,19278.70055767969,10790.571382452496,587.0,6243.0,21.0,221.0,37586.446969607845,684.8784769411,0.592959295929593,0.0607260726072607,16.0,0.275027502750275,7.0,2.0,88.0,40.0,3.971765419397148,0,197414.0,2314.0,73.0,24.0,7.0,4.0,0.021460894044594
三鷹台,139.589299,35.692049,13295.711041959594,7153.251235101167,589.0,5863.0,20.8,228.0,51256.69616430271,322.0244609535,0.6900931414055885,0.0474174428450465,16.0,0.2260795935647756,4.0,0.0,10.0,11.0,3.243744973202031,0,22072.0,2138.0,22.0,4.0,9.0,1.0,0.023338812149668
上中里,139.745718,35.747184,18233.66000697821,9638.815785133544,542.0,6235.0,21.6,194.0,55306.76622787209,862.5423762213,0.607244094488189,0.0607874015748031,15.0,0.2847244094488189,8.0,5.0,37.0,18.0,3.897369167520206,0,16124.0,2360.0,23.0,1.0,12.0,4.0,0.1130071598074124
上井草,139.602933,35.725256,14140.446756335245,7138.092944549709,574.0,5318.0,18.8,208.0,16376.136654661856,378.6045962764,0.5888754534461911,0.0677146311970979,15.0,0.2442563482466747,4.0,4.0,25.0,9.0,2.9108006363288363,0,21302.0,1904.0,20.0,3.0,4.0,3.0,0.0246451623174308
上北台,139.415866,35.745823,9026.85253055368,3993.9283593310015,503.0,3523.0,13.5,140.0,6808.413336966049,338.3555668083,0.5804676753782668,0.0756533700137551,16.0,0.2228335625859697,2.0,0.0,11.0,10.0,3.9700276936352994,0,13031.0,938.0,20.0,4.0,1.0,1.0,0.040487258056832
上北沢,139.623292,35.668871,16111.949920441844,8983.50945382219,618.0,6216.0,21.7,248.0,15968.902692286189,413.5930727109,0.6136495083863505,0.0572585309427414,15.0,0.2886061307113938,2.0,1.0,31.0,17.0,3.306603617873643,0,15942.0,1948.0,26.0,0.0,6.0,4.0,0.0505097199037065
上大井,139.163525,35.321902,1356.445357892089,527.9015502387828,561.0,2913.0,8.9,149.0,1406.9474229641464,60.07375610557033,0.5690440060698028,0.0667678300455235,17.0,0.2610015174506828,1.0,1.0,0.0,1.0,0.9021417010749884,0,1049.0,600.0,7.0,0.0,1.0,0.0,0.1710369616044816
上大岡,139.5962845,35.409081,14756.404517426754,7101.006839752403,551.0,3683.0,18.1,206.0,17546.137950005417,641.8521510377,0.5244724786225238,0.0726255876177257,15.0,0.3255685292490463,7.0,26.0,173.0,46.0,1.99304760095424,1,217258.0,1744.0,45.5,19.0,8.0,2.0,0.0329699627279898
上尾,139.588404,35.973496,11188.101692141776,5149.347632944943,556.0,3224.0,12.3,189.0,14893.532447710371,661.9026815592,0.5579076277116864,0.0572078376487053,16.0,0.3567179846046186,4.0,3.0,8.0,8.0,1.9792581118093755,0,84420.0,1980.0,38.0,0.0,2.0,5.0,0.0021970066337287
上強羅,139.038072,35.24726,269.7181538875265,185.61474820409097,531.0,1049.0,14.8,153.0,356.7578380736257,51.38487379661276,0.5959183673469388,0.073469387755102,12.0,0.6,0.0,2.0,5.0,0.0,1.4864948026623743,0,119.0,434.0,13.0,0.0,0.0,0.0,1.1202298472724153
上星川,139.580037,35.467641,9027.196068727368,4354.3496775649655,554.0,3556.0,16.4,206.0,10118.359564478587,213.7771048509,0.604221635883905,0.0771767810026385,16.0,0.2361477572559366,1.0,3.0,17.0,10.0,1.9916355488554345,0,26006.0,2118.0,30.0,2.0,3.0,0.0,0.1665258175151008
上本郷,139.916035,35.789518,10547.441397655706,4958.6453727317485,529.0,3037.0,14.1,201.0,12778.410591687005,1084.9914546916,0.5710219185881014,0.0795616282379732,16.0,0.2754056362083689,3.0,4.0,83.0,29.0,1.983771486466372,0,7107.0,1690.0,18.0,5.0,4.0,8.0,0.0015413908376074
上板橋,139.676384,35.763538,19248.044046539468,10344.523060841551,516.0,5074.0,18.7,168.0,33746.689562757005,512.6405245086,0.644593461860855,0.0477787091366303,15.0,0.2636211232187762,1.0,1.0,23.0,20.0,3.966747900649337,0,51929.0,2306.0,17.0,3.0,10.0,4.0,0.1354839315696679
上永谷,139.572721,35.401405,11231.69423283915,4956.311343247792,569.0,4110.0,16.0,206.0,9411.012640816638,272.3497206501,0.5442846328538986,0.0666161998485995,15.0,0.210446631339894,2.0,0.0,7.0,10.0,1.993239948129644,0,37146.0,1538.0,34.0,1.0,4.0,1.0,0.0889549276550437
上溝,139.363146,35.55762,8285.383802128643,3498.563535194601,504.0,2388.0,12.5,189.0,3554.34890472246,370.5960477264,0.6303797468354431,0.0518987341772151,16.0,0.2759493670886076,3.0,3.0,10.0,8.0,1.902647810282478,0,12572.0,1112.0,13.0,0.0,9.0,0.0,0.2462887808988167
上熊谷,139.381408,36.142835,3154.8721760403687,1467.5015507839005,512.0,2317.0,13.0,177.0,1770.479712306294,892.8591486500001,0.5311416076006635,0.0710300105564771,16.0,0.3298145076157442,1.0,2.0,4.0,1.0,1.7489269905189064,0,881.0,2288.0,27.0,0.0,5.0,7.0,0.034236164678816
上町,139.646276,35.643656,19999.266365793406,10427.8571640176,654.0,6948.0,22.6,264.0,41073.69794077494,550.2957067297,0.6595945308816596,0.0499764262140499,16.0,0.2791136256482791,3.0,12.0,40.0,19.0,3.974678436291968,0,10587.0,2032.0,25.0,1.0,4.0,3.0,0.0338364305877167
上石神井,139.592267,35.726198,14397.105546353188,7277.619189753908,585.0,5256.0,18.8,202.0,16735.412943118965,356.5006475261,0.6167979002624672,0.0623359580052493,15.0,0.2467191601049868,5.0,0.0,35.0,18.0,3.8051219888219543,0,44893.0,1922.0,26.0,5.0,3.0,3.0,0.0198799177742158
上福岡,139.511832,35.873898,13189.09669784922,6364.183332174707,509.0,3112.0,13.1,193.0,11836.285131874583,340.0244374279,0.6447147651006712,0.0515939597315436,16.0,0.3523489932885906,3.0,0.0,48.0,8.0,1.9395603490851328,0,56428.0,3088.0,29.0,0.0,5.0,1.0,0.0374927842858278
上総一ノ宮,140.365271,35.373375,543.4045718209821,227.5993884681945,499.0,1594.0,10.3,146.0,156.9955281937007,32.91427206995825,0.6734104046242775,0.0317919075144508,15.0,0.3728323699421965,0.0,1.0,0.0,4.0,1.1916309491369523,0,6032.0,932.0,1.0,2.0,3.0,3.0,0.0565881271267289
上総三又,140.126753,35.465928,420.9938998406178,146.912893304028,521.0,2926.0,11.2,175.0,268.5094596847405,24.178471358226133,0.5472636815920398,0.0895522388059701,16.0,0.2686567164179104,0.0,0.0,0.0,2.0,0.0,0,100.0,530.0,2.0,0.0,3.0,0.0,0.0203187034969651
上総中川,140.280634,35.282702,113.9765210868969,45.016864088532365,451.0,2926.0,11.2,127.0,324.0552201667146,9.13444684765261,0.6730769230769231,0.0288461538461538,13.0,0.4326923076923077,0.0,0.0,0.0,0.0,0.0,0,12.0,186.0,1.0,0.0,2.0,0.0,0.5226434555986387
上総中野,140.199571,35.250051,54.957434694542286,23.52661755959255,513.0,2926.0,11.2,121.0,273.1133429744005,8.79270939615789,0.7849462365591398,0.021505376344086,12.0,0.2688172043010752,0.0,0.0,0.0,0.0,0.0,1,70.0,74.0,4.0,0.0,2.0,0.0,1.3298890609310268
上総久保,140.154454,35.367463,94.95273377695216,33.99221154389521,531.0,2926.0,11.2,175.0,140.3913022693019,16.414952246621915,0.6274509803921569,0.0445632798573975,16.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0,11.0,306.0,2.0,0.0,0.0,0.0,0.4203898960805765
上総亀山,140.089501,35.233187,63.2072195181379,25.10567130393328,536.0,2926.0,11.4,171.0,113.71392296487426,4.725773421916852,0.625,0.0208333333333333,11.0,0.5416666666666666,0.0,0.0,0.0,0.0,0.0,0,0.0,262.0,2.0,0.0,1.0,0.0,0.9879920125657252
